Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,TBD_Flag,Outlier_Flag,User_Score_Norm,Critic_User_Diff,Percentage_of_Releases,Mean_UserCritic_Score
George of the Jungle and the Search for the Secret,Wii,2008.0,Platform,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,35.0,10.0,4.0,6.0,Crave,E,False,False,40.0,-5.0,25.748502994011975,37.5
Gift: Prism,Playstation 2,2006.0,Adventure,Sweets,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Rugby League Live 3,Xbox 360,2015.0,Action,Tru Blu Entertainment,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,7.0,4.0,Big Ant Studios,E,False,True,70.0,-70.0,17.936117936117938,35.0
Shanghai: True Valor,Playstation,1998.0,Puzzle,Activision,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,90.58823529411765,0.0
Pharaoh,PC,1998.0,Strategy,Vivendi Games,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.6,45.0,Impressions Games,E,False,True,86.0,-86.0,3.823529411764706,43.0
Steins;Gate: Senkei Kousoku no Phonogram,Xbox 360,2013.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Escape the Emerald Star,PC,2011.0,Puzzle,PopCap Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,PopCap,E,True,True,0.0,0.0,18.30985915492958,0.0
TV Total Events,Wii,2011.0,Misc,7G//AMES,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Aegis of Earth: Protonovus Assault,Playstation 3,2016.0,Action,PQube,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Acquire,T,True,True,0.0,0.0,19.40700808625337,0.0
Aria: The Origination ~Aoi Wakusei no El Cielo~,Playstation 2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Lunatic Dawn Tempest,Playstation 2,2001.0,Role-Playing,ArtDink,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
Total Immersion Racing,Xbox,2002.0,Racing,Empire Interactive,0.02,0.01,0.0,0.0,0.02,60.0,7.0,0.0,-1.0,Razorworks Studios,E,True,False,0.0,60.0,39.144215530903324,30.0
Board Game: Top Shop,Playstation,1999.0,Misc,Success,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Blade Arcus from Shining EX,Playstation 3,2015.0,Fighting,Sega,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
Bigfoot King of Crush,Wii,2011.0,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Zoo Games,E,True,True,0.0,0.0,18.30985915492958,0.0
Demigod,PC,2009.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,76.0,50.0,7.9,183.0,Gas Powered Games,T,False,False,79.0,-3.0,24.245939675174014,77.5
Cocoto Magic Circus,Wii,2008.0,Shooter,Neko Entertainment,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Neko Entertainment,E10+,True,True,0.0,0.0,14.131736526946106,0.0
Rugby Challenge 3,Xbox 360,2016.0,Sports,Alternative Software,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Wicked Witch Software,E,True,True,0.0,0.0,16.442048517520217,0.0
Toukiden 2,Playstation 3,2016.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,32.61455525606469,0.0
Europa Universalis III Complete,PC,2008.0,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.7,6.0,Paradox Development Studio,E10+,False,True,87.0,-87.0,14.131736526946106,43.5
Zero no Tsukaima: Shou-akuma to Harukaze no Concerto,Playstation 2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Dunamis 15,Playstation 3,2011.0,Adventure,5pb,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Resident Evil: Umbrella Corps,Playstation 4,2016.0,Action,Capcom,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,32.61455525606469,0.0
Fishdom 2 Deluxe,PC,2010.0,Puzzle,Rondomedia,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Suzumiya Haruhi no Heiretsu,Wii,2009.0,Adventure,Sega,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Stronghold Crusader Extreme,PC,2008.0,Strategy,Gamecock,0.0,0.02,0.0,0.0,0.02,45.0,11.0,6.8,45.0,FireFly Studios,T,False,False,68.0,-23.0,23.47305389221557,56.5
Nanatsuiro * Drops Pure!!,Playstation 2,2007.0,Adventure,Media Works,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Cities XL 2011,PC,2010.0,Simulation,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,70.0,17.0,5.7,39.0,Monte Cristo Multimedia,E,False,False,57.0,13.0,25.537634408602152,63.5
Bottom of the 9th '97,Playstation,1997.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Rapala for Kinect,Xbox 360,2011.0,Sports,Activision,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Activision,E,True,True,0.0,0.0,18.30985915492958,0.0
Line Rider 2: Unbound,Wii,2008.0,Puzzle,Deep Silver,0.02,0.0,0.0,0.0,0.02,62.0,12.0,6.4,5.0,InXile Entertainment,E,False,False,64.0,-2.0,25.748502994011975,63.0
QUIZ PARTY,Wii,2012.0,Misc,Nintendo,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
SimCity Societies,PC,2007.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,63.0,27.0,4.3,95.0,Tilted Mill,E10+,False,False,43.0,20.0,13.48973607038123,53.0
Star Trek Online,PC,2010.0,Role-Playing,Atari,0.0,0.02,0.0,0.0,0.02,66.0,34.0,6.2,694.0,Cryptic Studios,T,False,False,62.0,4.0,25.268817204301076,64.0
Wrestle Kingdom 2: Pro Wrestling Sekai Taisen,Playstation 2,2007.0,Fighting,Yuke's,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
RayCrisis: Series Termination,Playstation,1999.0,Shooter,JVC,0.01,0.01,0.0,0.0,0.02,67.0,8.0,0.0,-1.0,Taito Corporation,E,True,False,0.0,67.0,6.191950464396285,33.5
Anima - Gate of Memories,Playstation 4,2016.0,Action,Avanquest,0.0,0.02,0.0,0.0,0.02,52.0,13.0,7.9,34.0,"Edge Entertainment, Anima Project",T,False,False,79.0,-27.0,19.40700808625337,65.5
Ikki Tousen: Shining Dragon,Playstation 2,2007.0,Role-Playing,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Tom Clancy's Rainbow Six: Vegas 2,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,78.0,20.0,7.3,185.0,Ubisoft Montreal,M,False,False,73.0,5.0,10.778443113772456,75.5
Kimi ga Aruji de Shitsuji ga Ore de: Oshie Nikki,Playstation 2,2008.0,Adventure,Minato Station,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Toxic Grind,Xbox,2002.0,Sports,THQ,0.02,0.0,0.0,0.0,0.02,49.0,9.0,0.0,-1.0,Blue Shift,T,True,False,0.0,49.0,33.12202852614897,24.5
Tropico 4: Modern Times,PC,2012.0,Strategy,Kalypso Media,0.0,0.02,0.0,0.0,0.02,78.0,11.0,8.0,58.0,Haemimont,T,False,False,80.0,-2.0,15.873015873015872,79.0
ScrapLand,Xbox,2005.0,Action,Deep Silver,0.02,0.0,0.0,0.0,0.02,73.0,20.0,7.4,5.0,Mercury Steam,T,False,False,74.0,-1.0,30.79526226734349,73.5
Enchanted Arms (JP sales),Xbox 360,2006.0,Role-Playing,Ubisoft,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Utawarerumono: Futari no Hakuoro,Playstation 3,2016.0,Misc,Aqua Plus,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,32.61455525606469,0.0
Indianapolis 500 Evolution,Xbox 360,2009.0,Racing,Zushi Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Destineer,E,True,True,0.0,0.0,25.290023201856147,0.0
Brothers in Arms: Hell's Highway,PC,2008.0,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02,79.0,22.0,7.9,130.0,Gearbox Software,M,False,False,79.0,0.0,10.778443113772456,79.0
D.Gray-man: Sousha no Shikaku,Playstation 2,2008.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Crazy Machines,Wii,2010.0,Puzzle,DTP Entertainment,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,FAKT Software,E,True,True,0.0,0.0,25.537634408602152,0.0
DiRT,PC,2007.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84.0,20.0,7.3,91.0,Codemasters,E,False,False,73.0,11.0,26.392961876832842,78.5
School Days LxH,Playstation 2,2008.0,Adventure,Interchannel,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
IL-2 Sturmovik: Forgotten Battles,PC,2003.0,Simulation,Ubisoft,0.0,0.02,0.0,0.0,0.02,86.0,12.0,8.6,38.0,"1C, 1C Company",T,False,False,86.0,0.0,34.88,86.0
Serious Sam HD: Gold Edition,Xbox 360,2011.0,Shooter,Mastertronic,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Big Idea's VeggieTales: LarryBoy and the Bad Apple,Playstation 2,2006.0,Action,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Neo Angelique,Playstation 2,2006.0,Adventure,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Ceville,PC,2009.0,Action,Kalypso Media,0.0,0.02,0.0,0.0,0.02,73.0,17.0,8.2,21.0,Boxed Dream,E,False,False,82.0,-9.0,25.290023201856147,77.5
Samurai Shodown V,Xbox,2006.0,Fighting,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,58.0,29.0,0.0,-1.0,SNK,T,True,False,0.0,58.0,26.16984402079723,29.0
Falcon 4.0: Allied Force,PC,2005.0,Simulation,Graphsim Entertainment,0.0,0.02,0.0,0.0,0.02,90.0,7.0,8.6,37.0,Lead Pursuit,T,False,False,86.0,4.0,30.79526226734349,88.0
Pro Fishing Challenge,Xbox,2004.0,Sports,Atlus,0.02,0.0,0.0,0.0,0.02,62.0,11.0,9.1,9.0,Opus,E,False,False,91.0,-29.0,30.965391621129324,76.5
Princess Saver! Eternal Love for My Lady,Playstation 2,2010.0,Adventure,Comfort,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Jitsumei Jikkyou Keiba Dream Classic 2002,Playstation 2,2002.0,Sports,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Ice Age: Dawn of the Dinosaurs,PC,2009.0,Action,Activision,0.02,0.0,0.0,0.0,0.02,67.0,5.0,0.0,-1.0,Activision,E10+,True,False,0.0,67.0,15.4292343387471,33.5
Tokyo Mew Mew,Playstation,2002.0,Role-Playing,Takara,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Kawasaki Jet Ski,Wii,2008.0,Racing,Metro 3D,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.6,5.0,Data Design Interactive,E,False,True,6.0,-6.0,25.748502994011975,3.0
Rule of Rose,Playstation 2,2006.0,Action,505 Games,0.01,0.01,0.0,0.0,0.02,59.0,44.0,8.6,51.0,"Punchline, Shirogumi",M,False,False,86.0,-27.0,11.438474870017332,72.5
RedCard 20-03,Game Cube,2002.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,71.0,11.0,7.4,5.0,Point of View,E,False,False,74.0,-3.0,39.144215530903324,72.5
Bejeweled 2 Deluxe,PC,2006.0,Puzzle,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,PopCap,E,True,True,0.0,0.0,19.064124783362217,0.0
Freestyle Metal X,Xbox,2003.0,Racing,Midway Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,19.36,0.0
Captain Morgane and the Golden Turtle,Playstation 3,2012.0,Adventure,Reef Entertainment,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Wizarbox,Unknown,True,True,0.0,0.0,27.77777777777778,0.0
Shonen Jump's One Piece: Grand Adventure,Playstation 2,2005.0,Fighting,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,16.920473773265652,0.0
Dino Dini's Kick Off Revival,Playstation 4,2016.0,Sports,Avanquest,0.0,0.02,0.0,0.0,0.02,31.0,22.0,4.5,66.0,"The Digital Lounge, Dino Dini",Unknown,False,True,45.0,-14.0,32.61455525606469,38.0
Pac-Man World Rally,Playstation 2,2006.0,Racing,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,54.0,20.0,7.4,5.0,Smart Bomb Interactive,E,False,False,74.0,-20.0,19.064124783362217,64.0
Winning Post 8 2015,Playstation 3,2015.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,36.60933660933661,0.0
GT Legends,PC,2005.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02,84.0,21.0,8.6,44.0,SimBin,E,False,False,86.0,-2.0,18.781725888324875,85.0
Monster High 13 Wishes,WiiU,2013.0,Action,Little Orbit,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,5.5,8.0,Game Machine Studios,E,False,True,55.0,-55.0,18.29268292682927,27.5
Street Fighter X Tekken,PC,2012.0,Fighting,Capcom,0.0,0.02,0.0,0.0,0.02,79.0,8.0,6.4,134.0,"Capcom, QLOC",T,False,False,64.0,15.0,15.873015873015872,71.5
Kung Fu Panda,PC,2008.0,Action,Activision,0.0,0.02,0.0,0.0,0.02,71.0,11.0,7.8,12.0,Beenox,E10+,False,False,78.0,-7.0,14.131736526946106,74.5
428: Fuusa Sareta Shibuya de,Playstation 3,2009.0,Adventure,Spike,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Frontlines: Fuel of War,PC,2008.0,Shooter,THQ,0.0,0.02,0.0,0.0,0.02,73.0,19.0,6.9,171.0,Kaos Studios,T,False,False,69.0,4.0,23.47305389221557,71.0
Rugby World Cup 2015,Xbox One,2015.0,Sports,Ubisoft,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,4.3,7.0,HB Studios Multimedia,E,False,True,43.0,-43.0,17.936117936117938,21.5
NFL Blitz Pro,Game Cube,2003.0,Sports,Midway Games,0.02,0.0,0.0,0.0,0.02,71.0,9.0,0.0,-1.0,Midway,E,True,False,0.0,71.0,32.800000000000004,35.5
Tom Clancy's EndWar,PC,2009.0,Strategy,Ubisoft,0.0,0.02,0.0,0.0,0.02,68.0,24.0,6.7,42.0,Ubisoft Shanghai,T,False,False,67.0,1.0,24.245939675174014,67.5
Black Rose Valkyrie,Playstation 4,2016.0,Role-Playing,Idea Factory,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,32.61455525606469,0.0
Commandos: Strike Force,Xbox,2006.0,Shooter,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,62.0,27.0,0.0,-1.0,Pyro Studios,T,True,False,0.0,62.0,26.16984402079723,31.0
Jojo's Bizarre Adventure,Playstation,1999.0,Fighting,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,86.9969040247678,0.0
Evolution Snowboarding,Playstation 2,2002.0,Sports,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,38.0,9.0,0.0,-1.0,Konami,T,True,False,0.0,38.0,33.12202852614897,19.0
Zathura,Xbox,2005.0,Adventure,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,48.0,15.0,5.5,4.0,High Voltage Software,E10+,False,False,55.0,-7.0,11.336717428087987,51.5
Jissen Pachinko Hisshouhou! CR Sakura Taisen,Playstation 2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Zillions of Enemy X: Zetsukai no Crusade,Playstation 3,2013.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,23.47560975609756,0.0
Plants vs. Zombies: Garden Warfare,PC,2014.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,78.0,11.0,7.8,186.0,PopCap,E10+,False,False,78.0,0.0,16.879795396419436,78.0
Happiness! De-Lucks,Playstation 2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Eureka Seven Vol. 2: The New Vision,Playstation 2,2006.0,Shooter,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,40.0,17.0,7.0,5.0,Namco Bandai Games America,T,False,False,70.0,-30.0,26.16984402079723,55.0
Love Once: Mermaid's Tears,Playstation 3,2011.0,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Castlevania: Lords of Shadow - Reverie,Xbox 360,2011.0,Action,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.76056338028169,0.0
Puzzle Challenge: Crosswords and More!,Playstation 2,2006.0,Puzzle,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
Muppets Party Cruise,Game Cube,2003.0,Misc,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,8.0,5.0,Mass Media,E,False,True,80.0,-80.0,32.800000000000004,40.0
Test Drive Unlimited,PC,2007.0,Racing,Atari,0.0,0.02,0.0,0.0,0.02,79.0,18.0,8.1,124.0,Eden Studios,T,False,False,81.0,-2.0,23.313782991202345,80.0
Saint,Wii,1995.0,Shooter,Unknown,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Opera House,E10+,True,True,0.0,0.0,8.108108108108109,0.0
Grey's Anatomy: The Video Game,PC,2009.0,Adventure,Ubisoft,0.0,0.02,0.0,0.0,0.02,36.0,4.0,3.9,20.0,Longtail Studios,T,False,False,39.0,-3.0,24.245939675174014,37.5
F1 Race Stars,PC,2012.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,62.0,8.0,5.4,46.0,Codemasters,E,False,False,54.0,8.0,15.873015873015872,58.0
Call of Duty: Modern Warfare Trilogy,Playstation 3,2016.0,Shooter,Activision,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,7.0,5.0,Infinity Ward,M,False,True,70.0,-70.0,20.21563342318059,35.0
Motto! SoniComi,Playstation 3,2014.0,Simulation,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.15601023017903,0.0
Serious Sam: Next Encounter,Game Cube,2004.0,Shooter,Global Star,0.02,0.0,0.0,0.0,0.02,69.0,18.0,8.4,9.0,Climax Group,M,False,False,84.0,-15.0,18.0327868852459,76.5
PachiPara 15: Super Umi Monogatari in Okinawa 2,Playstation 3,2010.0,Misc,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Serious Sam HD: Gold Edition,PC,2010.0,Shooter,Devolver Digital,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Knight's Apprentice: Memorick's Adventures,Xbox,2004.0,Action,Microids,0.02,0.0,0.0,0.0,0.02,53.0,11.0,4.5,8.0,Microids,T,False,False,45.0,8.0,36.247723132969035,49.0
Natsuiro no Sunadokei,Playstation 2,2002.0,Adventure,Princess Soft,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,18.225039619651348,0.0
Unreal Anthology,PC,2006.0,Shooter,Midway Games,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.8,5.0,Various,M,False,True,88.0,-88.0,11.438474870017332,44.0
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,Playstation 2,2007.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.24633431085044,0.0
Triple Crown Championship Snowboarding,Wii,2010.0,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
18 Wheels of Steel: Extreme Trucker,PC,2009.0,Racing,Rondomedia,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,8.0,10.0,Unknown,Unknown,False,True,80.0,-80.0,22.2737819025522,40.0
X3: Terran War Pack,PC,2012.0,Misc,Deep Silver,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Geon Cube,Wii,2009.0,Puzzle,P2 Games,0.02,0.0,0.0,0.0,0.02,-1.0,-1.0,0.0,-1.0,Strawdog Studios,E,True,True,0.0,0.0,25.290023201856147,0.0
Left 4 Dead,PC,2008.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,89.0,58.0,9.2,3717.0,Valve Software,M,False,False,92.0,-3.0,10.778443113772456,90.5
Ballblazer Champions,Playstation,1997.0,Sports,CTO SpA,0.01,0.01,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,92.18106995884774,0.0
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,Playstation 2,2008.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Galaxy Angel II: Eigou Kaiki no Koku,Playstation 2,2009.0,Strategy,Broccoli,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,22.2737819025522,0.0
Iron Phoenix,Xbox,2005.0,Fighting,Sega,0.02,0.0,0.0,0.0,0.02,58.0,11.0,6.5,4.0,InterServ International,T,False,False,65.0,-7.0,30.79526226734349,61.5
Kuon,Playstation 2,2004.0,Adventure,Indie Games,0.01,0.01,0.0,0.0,0.02,57.0,20.0,7.7,9.0,From Software,M,False,False,77.0,-20.0,18.0327868852459,67.0
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,Playstation 3,2010.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Tale of a Hero,PC,2010.0,Adventure,Daedalic,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,24.731182795698924,0.0
Mount & Blade,PC,2008.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,25.868263473053894,0.0
Carmen Sandiego: The Secret of the Stolen Drums,Game Cube,2004.0,Action,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,57.0,9.0,0.0,-1.0,Artificial Mind and Movement,E,True,False,0.0,57.0,30.965391621129324,28.5
The Idolmaster: Gravure For You! Vol.9,Playstation 3,2012.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,27.77777777777778,0.0
Fuel,PC,2009.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,67.0,16.0,6.7,86.0,Asobo Studio,E,False,False,67.0,0.0,25.290023201856147,67.0
The Settlers IV,PC,2001.0,Strategy,Blue Byte,0.0,0.02,0.0,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,26.997245179063363,0.0
Ryu-koku,Playstation 2,2006.0,Adventure,KID,0.0,0.0,0.02,0.0,0.02,-1.0,-1.0,-1.0,-1.0,Unknown,Unknown,False,True,0.0,0.0,29.462738301559792,0.0
